#OTU_ID	WT1_R3TK43_d7_COLON	WT2_L1TK28_D7_COLON	WT3_L1TK41_d7_COLON	WT4_R1TK44_d7_COLON	KO1_R3L1TK43_d7_COLON	KO2_R1R3TK28_d7_COLON	KO3_L3TK40_d7_COLON	KO4_TK44L1_d7_COLON	WT1_R3TK43_d0_STOOL	WT1_R3TK43_d7_STOOL	WT2_L1TK28_d0_STOOL	WT2_L1TK28_D7_STOOL	WT3_L1TK41_d0_STOOL	WT3_L1TK41_d7_STOOL	WT4_R1TK44_d0_STOOL	WT4_R1TK44_d7_STOOL	KO1_R3L1TK43_d0_STOOL	KO1_R3L1TK43_d7_STOOL	KO2_R1R3TK28_d0_STOOL	KO2_R1R3TK28_d7_STOOL	KO3_L3TK40_d0_STOOL	KO3_L3TK40_d7_STOOL	KO4_TK44L1_d0_STOOL	KO4_TK44L1_d7_STOOL	taxonomy
f4e5c0da788e661ca9426bb1f56a614b	1658	0	36	79	0	0	0	0	0	27	121	95	26	53	567	190	0	0	123	141	0	1772	448	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ee87dd0f5d323cc31cc6319919d318b8	0	207	0	0	264	484	159	1336	0	52	190	140	166	72	143	122	96	71	268	56	333	61	186	821	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__acidifaciens
71ee4f624c582e60e3a65a6d80e03a33	157	105	76	203	244	259	354	0	39	130	158	339	257	333	199	166	111	77	369	329	117	445	0	699	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
058751ffeed668be1e4c73f1538644e9	508	33	257	430	0	240	0	7	235	654	25	44	486	667	305	407	144	31	55	130	172	27	47	67	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
f8dea585a69c10784b461eefdd551e79	46	109	73	96	303	504	81	114	156	158	133	198	202	218	157	94	244	32	266	335	57	270	221	670	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
f8e5cb7d37c16f86660f562da4353b86	7	0	0	0	575	0	327	177	3121	92	0	0	0	0	26	5	22	0	0	0	27	273	26	14	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
37e9675554b5bea445107785e11cfc60	137	1942	1043	0	0	67	0	0	0	0	867	104	19	0	0	0	0	0	294	0	47	87	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
a0c47561cf4a2564de3e6304f70b9593	273	124	411	237	60	714	0	0	119	40	252	248	71	53	461	136	184	0	394	88	57	234	282	26	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
a737c07781b499f743ec4159facc0009	133	79	41	179	210	241	261	18	45	144	133	307	127	165	221	199	112	81	293	254	132	444	0	617	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
0c9b54522805f4a129b91eaa8710d0f2	238	247	1683	479	528	299	309	30	25	0	18	0	81	18	31	0	146	22	131	6	52	17	28	0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__
2cc877eb8175ab54a00fdba1f62237f8	136	141	1256	455	0	53	38	29	43	9	240	84	133	27	346	23	140	0	428	51	104	249	189	31	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
5bd12316f1eafd010ac2a2619285716b	274	88	0	0	0	0	0	0	398	224	165	54	310	87	0	0	532	1653	292	48	43	57	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
8da9d8d57470e04f59e059c163bf2aae	17	225	605	0	0	0	0	0	84	0	441	0	68	0	1072	0	549	0	811	0	99	0	198	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
a2e21e164cf9e9aa295c2df33f5c7cf5	52	536	0	125	0	916	7	344	41	0	298	381	0	0	0	49	182	0	412	181	0	0	392	230	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
e638987b8a6c8f2a417454c8ba48a9da	25	5	0	181	0	0	0	0	378	0	483	195	0	0	942	419	143	0	866	0	99	0	367	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__
77f87310e311d0fce25ccd5197a98bfc	0	0	0	0	3896	0	0	0	0	0	0	8	0	34	0	0	0	142	11	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
33b821a08b912e7a0bcca1a226411df3	9	49	0	18	117	0	6	28	354	67	214	66	115	72	28	48	51	39	643	427	138	89	29	1253	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
6b605c2c49845bac1f075270fa2587ce	0	881	0	0	0	0	0	0	154	0	0	303	602	255	0	0	380	0	0	75	1183	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
adb143ec12463c490a70509277ade91f	1772	0	793	0	0	0	0	0	0	113	66	0	0	0	0	0	0	0	100	0	906	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
a0a6e9da6c39cd121ec3a84e2a722e6c	299	13	569	366	0	0	0	0	79	105	145	218	298	46	136	280	41	0	387	0	180	26	429	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
3e04999618f132b9a25a5f0520da1d1b	48	106	525	1209	5	155	0	21	310	0	139	34	42	0	242	50	52	0	200	13	39	0	363	6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
6e5be8c125de3a67ec2ce90e31760fc8	178	102	35	39	50	220	0	0	55	322	242	345	189	129	129	58	30	0	471	395	213	159	74	51	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
7ec8eac9cf6332d42669b691a84d488f	100	671	1212	0	28	105	0	0	0	0	228	449	58	0	0	0	0	0	485	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ac8e655e906ade444429e542d29247df	61	69	1148	974	17	119	0	0	123	19	53	41	173	53	235	43	38	0	91	0	0	68	11	18	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
0fa6abddae1164c004c2b20ffe5dac8c	0	0	0	415	0	0	0	44	0	0	109	349	0	0	1511	0	0	0	85	0	507	0	318	5	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
eec36900f45d5fd34cd60ef7ade96aa1	117	211	0	0	269	0	37	0	146	75	88	38	0	0	0	0	26	0	84	170	951	1123	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__
5f494b8869d16a19d8cf10767d621b2b	0	60	3182	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
2a87f96e0c61d173c342d4f193e03f76	213	40	157	143	0	24	53	51	0	73	126	82	37	43	257	75	31	11	168	57	34	1065	394	135	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
65d32339e601bff49e21ab956d3e19c8	156	135	280	667	0	95	0	0	126	12	119	200	76	19	152	19	401	7	574	49	105	7	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__C21_c20
0a5a61d5f3bae5691d8d610949ae7968	330	222	778	336	0	528	0	0	39	0	261	52	45	8	19	36	19	0	240	6	20	36	214	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
341803337ac8d19b774880410188ea8c	87	34	436	816	0	0	0	0	33	20	33	48	59	9	560	58	0	0	192	0	0	32	748	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
715b49f863b9d422407154699c0af537	176	150	1315	166	0	0	11	0	27	9	182	135	63	30	123	21	73	0	230	180	32	79	101	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
a56783bc0aab51902050f4aa2adff125	0	308	1426	0	0	0	0	0	0	0	727	140	87	49	0	0	0	0	132	215	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
dac30b4ce325350dc541041bbc977024	0	76	356	96	23	75	131	9	0	0	145	59	80	13	84	0	181	0	754	157	68	129	540	22	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
8186f14d8e6a7394797603f2df4ba5a4	296	96	325	111	133	120	8	0	68	29	202	72	92	34	267	43	104	0	456	61	69	218	150	25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
74ce99233a5547c21a2f75cfac361387	17	115	0	0	255	533	0	494	155	53	125	104	204	54	68	0	144	0	200	187	57	17	148	57	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
e716bd5d4195e752f84ce47a92ba700b	439	215	273	97	0	160	0	0	0	18	212	162	43	30	17	25	289	0	472	30	426	33	0	14	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
b10203bd2eeb4bf16676d3cbea0d8eda	197	151	175	506	0	123	106	0	38	36	231	101	60	0	294	49	129	0	79	0	49	586	31	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
4e9ea242bc1d3850943aee9c9204d329	74	99	321	273	0	59	0	0	17	33	367	136	94	47	580	31	150	0	270	76	10	134	180	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
746c859259cbe06a5b13aa8db6ab0824	0	89	203	316	0	75	0	8	0	0	144	119	33	0	399	83	15	0	295	53	56	113	853	27	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
658ab77fad366e8094733cbfa3ff56b6	0	356	0	0	0	184	0	0	0	0	699	141	0	0	0	0	0	0	335	1073	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
9eafc946730cc7973854b1bdbf3e0daf	23	0	23	93	0	12	0	0	26	72	317	712	181	45	223	180	57	0	206	124	5	0	465	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
7c9622bdc94800a408ae8e5e2f5674bb	0	35	99	0	0	20	0	0	220	17	366	106	66	97	0	0	321	0	826	43	477	39	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__
937f034b442c8f94115612a37485bfa5	396	229	73	8	0	37	0	0	73	340	133	424	224	119	8	15	47	0	287	214	41	11	1	8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
47bff8ae31e11570d52c58cdf17dca21	228	80	0	0	0	0	0	0	392	189	157	45	290	101	0	0	175	574	311	53	54	41	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
cffaa942af210a0e85071d9262700fa7	77	172	51	26	0	20	12	13	114	188	72	223	179	165	139	153	131	8	127	305	55	209	139	87	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
310f3f5107264892d9653403ece02b08	261	38	0	36	0	17	0	0	626	317	25	14	95	0	196	74	189	0	31	51	530	78	0	33	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
eb8010d510afbcac96639caa7f144ad8	34	109	53	47	0	111	0	0	24	89	194	148	211	160	147	117	63	0	228	137	228	212	207	85	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
2b0dec8fbb902dc18b8cf69933128f5f	77	53	135	198	64	156	22	20	124	71	182	166	136	56	246	98	126	0	207	110	198	31	76	18	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
d873710e81c384f56c4cdd9dfdf8f986	99	43	0	116	32	571	33	20	12	72	42	110	36	0	46	79	50	12	72	272	120	184	0	552	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
343c85aa407f5d60e870432d2c6f0d6a	58	32	188	254	0	8	0	0	86	17	68	0	25	7	386	50	128	0	636	120	46	197	226	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
c2124b25c34b331e91b929c6f21b7154	73	139	640	94	0	227	32	0	0	0	180	76	83	18	217	25	31	0	252	0	0	48	345	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
ec159912fda7e8ab173bbeedfb881c70	238	0	0	0	0	0	0	0	415	223	184	62	288	116	0	0	171	499	295	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
b0ce5f5883b21c6e215213e4dd3bf4cd	46	474	0	0	0	0	24	19	210	69	251	331	0	0	0	0	22	0	476	354	39	145	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
56b5a03d79f1838f3f216e3767f56761	0	36	1550	0	0	0	0	0	0	0	0	64	429	128	0	0	0	0	0	0	69	158	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
117b6e2660fd975c6d0299961e912cb0	19	257	465	314	0	0	0	0	23	16	196	110	44	29	339	93	97	0	185	45	12	31	150	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
1f5b7b112afd8f33dd92731b7146ca65	0	221	424	0	0	976	0	14	0	0	258	117	105	29	0	0	0	0	60	49	0	152	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
ac110be2e8a1049ed73147153be18e77	240	10	148	228	0	63	0	0	107	371	0	0	233	359	159	187	86	0	25	45	42	0	42	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
425ff60fb173dfac2a268cf407136245	25	58	1004	62	0	171	0	0	11	0	235	94	53	28	225	0	18	0	116	69	0	39	139	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
31a29343845095a1138fcaec67412f7e	167	70	525	31	0	179	0	0	73	0	52	0	19	0	440	36	42	0	59	0	65	132	399	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
dd51c4708a0125a369e8b502e5cc555b	0	0	0	0	565	0	650	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__
0ba037f3db0f9ecaf73ca5e1c0bccc61	117	0	282	0	1314	0	36	0	0	0	0	0	0	0	0	56	0	14	0	0	0	377	0	33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
bef20d68b5de89034acbea23562e0e9d	65	72	147	269	0	103	7	9	0	0	222	274	66	14	146	55	118	0	124	70	48	222	191	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
e5ccc82d781e10384b475d48fb7d63b0	6	18	558	29	0	0	0	0	135	0	50	0	358	622	197	0	116	0	11	0	79	0	26	0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
22078ebcdd22c9f1bf6259e355090634	270	0	145	237	0	0	0	0	118	353	0	0	297	254	173	194	84	0	0	0	0	0	41	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
334dfe0d09ca898399f5c5faa58433c0	65	101	85	0	159	548	74	0	0	0	165	109	0	0	49	35	106	0	427	118	0	73	25	32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
8708e329eb39367f9582847718eaeaeb	0	0	0	0	617	297	374	515	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	219	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__acidifaciens
d17309c00564affe317e2e919f33d9ae	216	9	58	181	0	32	0	0	81	170	66	33	96	82	339	130	83	0	151	80	73	0	158	29	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__
75f5469aea0673b3179794eb1a281d36	8	923	717	0	0	7	0	0	0	0	149	97	0	0	0	0	28	0	140	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
bde26dc44f42d53fd78395b5e67bea18	26	41	89	0	0	18	0	0	0	0	0	33	86	0	545	24	39	0	1137	0	0	0	22	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
d958a97fd9519e0851f1a859b09788e1	0	128	345	0	0	881	0	0	0	0	0	62	64	0	140	64	0	0	58	125	0	97	56	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
19ba72fc76c638096450abc080326602	66	96	730	211	0	16	0	0	33	15	186	56	93	16	83	23	10	0	255	0	0	19	76	27	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
596f21ca00b6dadce51bdf72a1252367	122	100	65	126	0	250	135	0	57	0	139	86	52	23	390	43	58	0	89	36	0	147	55	59	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
321282ffff92e6d9828436c149fc0985	263	56	117	72	45	38	47	0	83	35	159	168	31	0	83	0	30	0	438	102	0	218	40	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
d6c869ec949be8119cb57bc726351c05	103	76	103	92	0	279	0	0	39	39	152	136	87	22	260	19	0	0	423	90	0	49	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
e1296e0f8962b3e3261fbe88e13f57fb	123	0	0	248	0	0	0	13	173	42	69	39	0	0	364	33	322	0	164	0	91	80	169	18	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
01a3679e08a941aaf2cecac3626b71da	44	0	654	465	0	0	0	0	12	0	0	0	27	0	511	49	16	0	0	0	0	0	166	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
c6c95750aea5380dcde95aecfc6446b4	45	61	135	71	0	138	28	0	94	24	118	75	24	0	91	0	336	0	321	58	53	180	88	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
19f1d55d2f18a906385e15cd983b13b0	0	178	981	181	0	0	0	0	0	0	0	0	84	0	68	0	0	0	115	0	265	0	55	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
9e4ae7327a13cb57381f337fc61d8b6a	67	44	26	67	0	106	23	0	15	129	109	162	83	132	117	66	162	16	232	108	101	25	51	50	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
3ccdcc0e7a3cb24892e83b6aa985f7eb	28	22	26	84	25	41	0	0	78	89	56	62	89	155	355	126	64	78	198	133	18	23	34	46	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__
14452641b898f79d5dacf5d7a227fe62	50	45	203	244	0	112	0	0	0	0	0	179	62	32	478	108	0	0	128	111	0	0	37	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
a16bd7531988f86c6e287c9f230e9f16	0	106	45	0	0	0	0	0	55	124	50	62	36	38	41	0	68	0	101	167	0	720	170	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
486a7aebe9a9075155829f8f2cdd13d7	98	62	207	138	23	206	6	0	44	21	82	78	53	16	121	17	105	0	164	50	46	110	131	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium; s__
b496f1d3716fa966be8a693afdddcf23	271	145	422	69	0	88	0	0	10	27	32	188	0	0	126	0	52	0	180	100	0	0	56	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
de8c4831b6358d71e9c169fdc424d237	0	61	0	22	20	42	0	0	40	44	82	108	39	53	173	104	93	0	215	47	124	149	81	266	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
563cc5d345441d9426ddb14ba822ba19	0	230	142	0	0	0	0	0	0	0	371	839	45	0	0	0	0	0	133	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
03413fe55524754d0b85708840471172	0	225	0	0	0	120	0	0	0	0	449	85	0	0	0	0	0	0	210	620	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
9a8fb9aac822089cb99fdd9a9425e1d8	0	237	0	0	0	132	0	0	0	0	441	87	0	0	0	0	0	0	198	619	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
9123968204406916e41c362082efc79d	52	29	0	42	19	82	0	12	15	72	97	126	81	124	118	73	149	12	253	100	98	21	49	51	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
d144189051682c9a62f28648d53958e2	88	84	47	105	30	182	0	0	111	45	45	43	53	0	102	74	127	0	106	55	114	84	83	96	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
ea614aa3a659a849f1eb512968d80482	22	39	11	0	0	0	0	0	37	0	219	0	0	0	627	0	99	0	452	0	0	9	136	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
8d2e027635443ca5958af7ad4f680d82	92	62	100	69	6	129	9	0	5	16	115	172	25	28	83	32	10	0	255	131	8	184	119	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
8f62676e2b4efaaeabf221a05a4baf7a	0	244	761	0	0	30	0	0	0	0	105	198	0	0	0	0	0	0	290	31	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
8c3496d76f30cd2476ff6e6b952e33d5	608	36	141	130	0	10	0	21	0	96	132	17	51	83	68	106	0	0	23	0	0	0	60	11	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
65425d027a29c3de259c6f2bc93b5e12	0	252	39	0	0	20	0	0	0	0	645	160	22	0	0	0	0	0	498	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
17be02db564f4a877c158fbdeb25f3dd	99	50	112	141	0	361	0	0	58	0	147	42	31	0	139	0	153	0	130	36	0	64	61	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
c55f112c71f47f146c95a52dd5712d62	52	73	305	14	0	333	0	0	7	22	115	77	24	20	206	28	17	0	112	33	19	89	77	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
9c2791ea0395751d25b85e2a7b5505a7	27	141	83	0	0	71	0	0	0	88	82	284	121	147	0	51	14	0	136	262	0	30	53	20	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
479d744e1175b812d7ba0025aa527e6e	28	34	270	109	0	0	0	0	13	12	155	155	62	0	112	0	57	0	467	0	19	13	64	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
7c5cfc323089c3391ab3721606776723	257	0	0	62	0	0	0	0	17	0	0	0	0	0	713	159	0	0	0	0	0	0	318	28	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
c45e1741dbe4fb09f549b409f30a5921	0	121	0	81	0	65	0	0	67	80	93	260	94	139	61	0	0	0	159	273	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
310029038885e3a47f5c3a1d1a31d223	0	409	0	0	0	0	0	0	0	0	70	216	0	0	0	0	0	0	284	537	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
26c900fd4f63bfcf7448bccae19578e4	101	45	161	543	0	68	0	0	10	8	56	67	28	8	57	10	67	0	126	10	17	36	88	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
35c86a9b5a99a743e69cde7ca1bef4f7	59	21	648	0	0	472	0	0	0	0	0	0	31	15	16	0	0	0	45	24	0	63	106	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
665d22bd606ddef8b6555d7a8374ee3e	59	28	132	186	0	137	0	0	30	26	69	73	0	0	187	21	75	0	97	101	43	124	106	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
25ecc4ecdac744b5c7c398636073b6ba	0	27	0	0	0	34	0	0	0	0	49	72	0	0	0	0	0	0	1124	177	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
c004f1d2ffa7ac8baa40edec64558834	0	0	0	0	0	61	0	0	0	120	0	0	0	0	0	0	0	0	63	256	377	564	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
d041cf3219857349b67b65ab9e7bd617	0	16	0	0	0	878	0	0	0	0	12	25	0	0	0	0	0	0	41	466	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
b74e7a2ed5ab1a1a31796213415bf6af	17	33	303	452	0	12	0	0	8	0	89	16	99	9	163	23	7	0	25	0	13	41	124	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
